name,lon,lat,val
Girls Washroom A,76.959708,22.98680039,g
Girls Washroom B,76.95981701,22.98895803,g
Boys Washroom,76.99001345,22.98675021,b
Water Cooler,76.96886504,22.979424,w
Faculty Cabin A,76.95861788,22.97666403,f
Faculty Cabin C,76.99153962,22.97611202,f
